Lead_ID,Student_ID,Date_of_Enquiry,City,Source,Course_Type,Conversion_Status,Date_of_Joining,Fees_Quoted
L13077352,S7058738,2025-05-22,Surat,Social Media,1 Yr,Converted,17/07/2025,144992.0
L65773949,,2023-08-17,Agra,Referral,2-Year,Not Converted,,
L73868060,,2023-09-27,Vadodara,Walk-in,1-Year,Not Converted,,
L13962187,,04-07-2025,Surat,Referral,Two-Year,Not Converted,,
L21898700,,08/03/2025,Chennai,Social Media,2-Year,Not Converted,,
L52142356,,10-18-2023,Bengaluru,Agent,1-Year,Not Converted,,
L46132247,,25/12/2024,Varanasi,Referral,1-Year,Not Converted,,
L33401872,S6191738,2023-06-14,Amritsar,Walk-in,1-Year,Converted,18/08/2023,177261.0
L93614316,S5520252,05/01/2023,Agra,Referral,1-Year,Converted,18/01/2023,143296.0
L77484422,S0365303,2025-04-30,Hyderabad,Referral,2-Year,Converted,2025-06-09,160518.0
L58707233,,01-14-2024,Nagpur,Referral,One-Year,Not Converted,,
L43927383,S0076029,03-19-2023,Faridabad,Referral,2 Yr,Converted,2023-05-08,143884.0
L45126963,,2024-02-14,Rajkot,Referral,2 Yr,Not Converted,,
L60780797,,27/07/2024,Hyderabad,Referral,1-Year,Not Converted,,
L56531158,,05-12-2023,Delhi,Referral,2-Year,Not Converted,,
L28932790,S1675816,23/08/2024,Faridabad,Social Media,1-Year,Converted,2024-09-18,144681.0
L09134132,S8318872,2025-01-18,Kanpur,Referral,2 Yr,Converted,13/04/2025,156886.0
L72217617,,2023-02-11,Ahmedabad,Social Media,2-Year,Not Converted,,
L20077408,S5462232,2023-03-30,Delhi,Social Media,2-Year,Converted,04-25-2023,140222.0
L61771633,S0423684,2024-02-06,Patna,Website,2-Year,Converted,2024-02-27,119644.0
L50222642,S4262488,10-23-2023,Srinagar,Walk-in,1-Year,Converted,06/11/2023,175220.0
L09549520,S8502782,04-19-2025,Gurugram,Walk-in,2-Year,Converted,26/04/2025,136196.0
L43351293,S7137453,10-22-2023,Vadodara,Referral,1 Yr,Converted,2023-11-13,175335.0
L23563890,,07/09/2024,Bhopal,Website,1 Yr,Not Converted,,
L18421647,,09/06/2024,Bengaluru,Walk-in,1 Yr,Not Converted,,
L52723313,,03-10-2025,Patna,School Seminar,2-Year,Not Converted,,
L54067753,S4088073,2024-11-21,Kanpur,Referral,1 Yr,Converted,2024-12-26,136247.0
L63758901,,09-28-2024,Ghaziabad,Agent,1-Year,Not Converted,,
L63717149,,2024-02-26,Nagpur,School Seminar,1-Year,Not Converted,,
L04184753,S0363531,05-14-2025,Ahmedabad,Website,One-Year,Converted,17/05/2025,142111.0
L24296563,S9463871,01-23-2023,Bengaluru,Social Media,2-Year,Converted,2023-03-19,116604.0
L61526752,S4862126,2024-07-28,Lucknow,Social Media,2 Yr,Converted,25/08/2024,163560.0
L49978158,,23/05/2023,Bengaluru,Social Media,Two-Year,Not Converted,,
L04109316,,2024-10-26,Pune,Social Media,2-Year,Not Converted,,
L53041352,,05-25-2023,,Website,1 Yr,Not Converted,,
L69288536,S1428373,2023-08-13,Indore,Social Media,2-Year,Converted,13/09/2023,160351.0
L42560172,,05-17-2024,Patna,Social Media,2-Year,Not Converted,,
L21757375,S0061943,2025-03-31,Ranchi,Social Media,2-Year,Converted,2025-06-21,135496.0
L28864179,S5557564,07/09/2024,,Social Media,2-Year,Converted,2024-10-31,176198.0
L08118380,,2023-04-14,Ghaziabad,Social Media,One-Year,Not Converted,,
L54635153,S0585895,2023-02-08,Varanasi,School Seminar,1-Year,Converted,03-22-2023,160484.0
L34355889,,17/07/2023,Surat,Walk-in,1 Yr,Not Converted,,
L98785476,,07/10/2024,Lucknow,Social Media,2 Yr,Not Converted,,
L54303467,,2024-08-01,Nagpur,Referral,1 Yr,Not Converted,,
L25993170,S1408943,2024-01-26,Agra,Referral,One-Year,Converted,04-21-2024,118160.0
L45030329,,06-28-2023,Nashik,Social Media,2-Year,Not Converted,,
L60240626,,07-07-2024,Lucknow,Walk-in,Two-Year,Not Converted,,
L98899644,,03-23-2024,Chennai,Walk-in,1-Year,Not Converted,,
L87800817,,2024-05-14,Ludhiana,Walk-in,1-Year,Not Converted,,
L81480600,,2023-01-15,Hyderabad,Walk-in,1-Year,Not Converted,,
L59160883,,2024-09-14,Vadodara,Social Media,1year,Not Converted,,
L79595948,S7105763,10-30-2024,Nashik,Agent,One-Year,Converted,23/12/2024,135228.0
L60857042,,10-16-2023,Nashik,School Seminar,1-Year,Not Converted,,
L15178023,,22/04/2024,Meerut,Website,1-Year,Not Converted,,
L35654107,,2023-08-19,Srinagar,Social Media,1 Yr,Not Converted,,
L15977230,,2024-02-24,Bhopal,Website,1-Year,Not Converted,,
L72869171,S1150152,06-06-2023,Faridabad,School Seminar,2-Year,Converted,2023-06-17,155984.0
L07113218,,03/07/2024,Ludhiana,School Seminar,1 Yr,Not Converted,,
L12624536,,03-16-2024,Pune,Social Media,1 Yr,Not Converted,,
L46808352,S1788374,07/04/2023,Delhi,Walk-in,2 Yr,Converted,07-01-2023,175531.0
L73872658,S2287422,15/02/2024,Jaipur,Agent,2-Year,Converted,02/03/2024,183028.0
L70724016,,16/10/2023,Indore,Walk-in,2-Year,Not Converted,,
L11533507,S3774987,09-11-2023,Ludhiana,Walk-in,1-Year,Converted,2023-10-31,140735.0
L68043619,S3246088,2023-07-15,Srinagar,Website,1-Year,Converted,19/09/2023,158145.0
L34108454,S4863354,08-20-2024,Kolkata,Referral,2-Year,Converted,02/09/2024,162496.0
L38233639,,04-13-2025,Hyderabad,Walk-in,2-Year,Not Converted,,
L87954794,S0351107,2024-06-05,Gurugram,Referral,2-Year,Converted,02/07/2024,178781.0
L05989919,,05-31-2024,Hyderabad,Website,2-Year,Not Converted,,
L71399378,,09-26-2024,Thane,Social Media,1-Year,Not Converted,,
L41018302,,2025-04-21,Ghaziabad,Referral,1-Year,Not Converted,,
L20268343,,05-14-2025,Patna,Walk-in,2-Year,Not Converted,,
L46696877,,2023-04-28,Bengaluru,School Seminar,2-Year,Not Converted,,
L01717887,,16/03/2025,Mumbai,Walk-in,1 Yr,Not Converted,,
L43047526,S2231204,2025-06-27,Hyderabad,Website,1 Yr,Converted,2025-08-16,176218.0
L73386796,,08/06/2023,Ghaziabad,Website,1year,Not Converted,,
L11243642,,2025-03-25,Patna,Social Media,2 Yr,Not Converted,,
L38094168,S4653374,08-16-2023,Ahmedabad,Referral,2-Year,Converted,09-11-2023,177252.0
L40618803,,26/05/2025,Ludhiana,Social Media,1-Year,Not Converted,,
L53449473,S3215892,2023-08-04,Varanasi,Social Media,1 Yr,Converted,25/09/2023,155775.0
L26684343,,11-26-2024,Mumbai,Referral,1 Yr,Not Converted,,
L53795361,S6113354,15/01/2023,Bhopal,Website,2 Yr,Converted,03-13-2023,143416.0
L39518740,,06/06/2023,Nashik,School Seminar,2 Yr,Not Converted,,
L21438623,S2070732,09/10/2024,Ahmedabad,Social Media,1-Year,Converted,11/10/2024,176787.0
L28513036,S3074669,18/09/2023,Lucknow,Social Media,2-Year,Converted,11-09-2023,123069.0
L53072007,,06/06/2023,Ghaziabad,Walk-in,2year,Not Converted,,
L64296288,,02-16-2023,Ranchi,Referral,1-Year,Not Converted,,
L75403196,,20/11/2023,Varanasi,Social Media,1-Year,Not Converted,,
L83909740,S7572803,2025-04-23,Ghaziabad,Website,1-Year,Converted,07-11-2025,175092.0
L92688411,S3288972,15/11/2024,Faridabad,Website,1-Year,Converted,2025-01-09,176677.0
L23582734,,05-10-2023,Kanpur,Referral,1-Year,Not Converted,,
L74772669,,2024-02-15,Ludhiana,Website,1 Yr,Not Converted,,
L62404125,S0348679,05/04/2023,Thane,Referral,1 Yr,Converted,2023-06-27,120730.0
L93203027,,2024-09-18,Pune,Walk-in,1 Yr,Not Converted,,
L85633903,S4341704,01-24-2025,Nashik,Referral,1 Yr,Converted,18/02/2025,139936.0
L34472662,S6882946,19/10/2023,Vadodara,Social Media,2-Year,Converted,29/12/2023,115897.0
L08965329,S2807952,04/03/2025,Kanpur,Website,2 Yr,Converted,14/03/2025,178713.0
L32360613,,21/03/2025,Amritsar,Referral,2-Year,Not Converted,,
L49095429,,2023-10-10,Delhi,Walk-in,2-Year,Not Converted,,
L16802951,,03-10-2023,Lucknow,Referral,2year,Not Converted,,
L17744745,,10-21-2024,Mumbai,Social Media,2-Year,Not Converted,,
L33189735,S9775900,11/01/2023,Meerut,Social Media,2 Yr,Converted,12/03/2023,116532.0
L38448491,,2023-09-11,Nashik,Referral,1-Year,Not Converted,,
L25341936,,2025-04-21,Surat,Walk-in,2 Yr,Not Converted,,
L94661695,,05-21-2025,Agra,Social Media,2-Year,Not Converted,,
L79325403,S9262754,07-03-2024,Nagpur,Walk-in,2-Year,Converted,07-11-2024,142286.0
L78658813,,14/05/2023,Meerut,Walk-in,2-Year,Not Converted,,
L81993282,,12-12-2024,Thane,Walk-in,1-Year,Not Converted,,
L42697951,,23/01/2023,Nagpur,Referral,2-Year,Not Converted,,
L63914900,,25/03/2025,Amritsar,Website,1 Yr,Not Converted,,
L68980427,,12/12/2023,Ahmedabad,Referral,1 Yr,Not Converted,,
L17650472,S1817190,29/10/2023,Hyderabad,Referral,2-Year,Converted,11-05-2023,156351.0
L38737564,,12-29-2023,Ghaziabad,Social Media,1-Year,Not Converted,,
L11287114,,31/01/2024,Gurugram,Social Media,2year,Not Converted,,
L39720608,,08-06-2023,Kanpur,Social Media,1 Yr,Not Converted,,
L42224765,S6439709,21/05/2023,Mumbai,Walk-in,2-Year,Converted,2023-06-11,122051.0
L57122332,S4749655,09-07-2024,Surat,Social Media,1-Year,Converted,21/11/2024,184855.0
L91644276,,2023-07-29,Bhopal,Social Media,2-Year,Not Converted,,
L12360235,S3574737,09-14-2024,Pune,School Seminar,2-Year,Converted,18/09/2024,135598.0
L27794613,S0254984,07/09/2024,Agra,Social Media,2-Year,Converted,09/10/2024,115258.0
L18338415,,2025-04-07,,Social Media,One-Year,Not Converted,,
L18093322,S8037976,11-13-2024,Indore,Social Media,1year,Converted,01-20-2025,121176.0
L77634998,S8056879,04/04/2024,Surat,School Seminar,2 Yr,Converted,04-07-2024,175797.0
L87522630,S7693856,2023-12-22,Nagpur,Social Media,1 Yr,Converted,2024-03-03,142311.0
L30557890,S5302993,2023-11-20,Hyderabad,Referral,1-Year,Converted,01-12-2024,140911.0
L52276626,,05-13-2023,Ranchi,Referral,2-Year,Not Converted,,
L40650180,S2031021,06/06/2025,Nagpur,Walk-in,1-Year,Converted,09-03-2025,183980.0
L95025545,S4489238,2025-03-15,Kanpur,Walk-in,2-Year,Converted,03-23-2025,181779.0
L73611015,,2025-04-19,Agra,School Seminar,2-Year,Not Converted,,
L24558187,,07/05/2023,Indore,Social Media,2 Yr,Not Converted,,
L18640764,S6407658,2023-04-16,Agra,Social Media,1year,Converted,25/04/2023,182102.0
L15592822,,26/08/2024,Mumbai,Social Media,1 Yr,Not Converted,,
L53499439,,2025-03-09,Varanasi,Social Media,2-Year,Not Converted,,
L41043946,,2024-01-13,Gurugram,Social Media,One-Year,Not Converted,,
L51772535,,06-23-2025,Agra,Social Media,1-Year,Not Converted,,
L13651177,,02-20-2023,Gurugram,Referral,1-Year,Not Converted,,
L86199677,S9579617,01-29-2023,Chennai,Walk-in,2 Yr,Converted,2023-04-07,140785.0
L29483133,S0729531,2024-04-06,Thane,Referral,Two-Year,Converted,16/05/2024,156913.0
L74434749,S4419913,10-23-2023,Ghaziabad,Walk-in,2 Yr,Converted,11-01-2023,180570.0
L38970727,,10-24-2023,Vadodara,Social Media,2 Yr,Not Converted,,
L23373512,,2024-12-26,Nagpur,Social Media,2 Yr,Not Converted,,
L58123474,,17/02/2025,Surat,Referral,1-Year,Not Converted,,
L90669426,S4022831,11/02/2024,Hyderabad,Social Media,2-Year,Converted,15/02/2024,135328.0
L31623911,S9663868,07/02/2025,Nagpur,Social Media,1-Year,Converted,03-05-2025,144153.0
L73741121,S8291905,24/03/2025,Pune,Referral,2-Year,Converted,06-17-2025,136410.0
L02572520,,09-04-2024,Faridabad,Website,1-Year,Not Converted,,
L70773894,,2024-02-09,Kolkata,Walk-in,2-Year,Not Converted,,
L81443672,,12/12/2023,Mumbai,Social Media,2-Year,Not Converted,,
L70143405,,2024-09-13,Vadodara,School Seminar,1-Year,Not Converted,,
L95040577,,02-24-2024,Ghaziabad,Walk-in,2-Year,Not Converted,,
L45675975,,2023-07-01,Srinagar,Walk-in,1 Yr,Not Converted,,
L78096977,S5007829,04/04/2025,Vadodara,School Seminar,2-Year,Converted,09/05/2025,139666.0
L42487606,,2023-01-01,Surat,Referral,2-Year,Not Converted,,
L35684050,,2025-04-10,Rajkot,Social Media,2 Yr,Not Converted,,
L80242263,,20/07/2024,Patna,Referral,2-Year,Not Converted,,
L46753881,,06/01/2024,Bengaluru,Referral,1 Yr,Not Converted,,
L72106875,,06-29-2025,Vadodara,Referral,2 Yr,Not Converted,,
L93322342,,10-22-2024,Amritsar,Walk-in,1 Yr,Not Converted,,
L92318483,,2024-03-06,Nagpur,Website,2-Year,Not Converted,,
L47734323,S0428772,2023-11-05,Lucknow,Website,2-Year,Converted,13/12/2023,119472.0
L80197171,,05-17-2023,Chennai,Website,2-Year,Not Converted,,
L46731973,,07-21-2023,Chennai,School Seminar,1 Yr,Not Converted,,
L21408483,S2632615,11/03/2024,Indore,Website,1-Year,Converted,2024-03-26,158273.0
L98483906,,09/11/2023,Ghaziabad,Social Media,2-Year,Not Converted,,
L34926312,,04-27-2023,Bengaluru,Social Media,2 Yr,Not Converted,,
L51167088,,10-27-2024,Gurugram,Referral,1-Year,Not Converted,,
L63411997,,2025-03-13,Meerut,School Seminar,1 Yr,Not Converted,,
L81811436,S8387748,07-28-2024,Ghaziabad,Referral,2 Yr,Converted,11/08/2024,140932.0
L92373808,,09-01-2023,Varanasi,Walk-in,1-Year,Not Converted,,
L90355108,,06-20-2024,Bengaluru,Social Media,1-Year,Not Converted,,
L09149851,S8721960,24/08/2024,Thane,Social Media,2 Yr,Converted,10-11-2024,181564.0
L66349163,S4427030,2023-03-16,Ludhiana,Walk-in,2 Yr,Converted,2023-04-14,156236.0
L67478121,,16/03/2025,Varanasi,Social Media,2 Yr,Not Converted,,
L92004812,,01-21-2024,Rajkot,Referral,2 Yr,Not Converted,,
L16396558,,06-21-2025,Jaipur,Social Media,2 Yr,Not Converted,,
L71465909,,2023-07-29,Gurugram,Social Media,1-Year,Not Converted,,
L30111071,S7974522,04-19-2024,Hyderabad,Walk-in,1-Year,Converted,23/05/2024,159208.0
L35436854,S6672309,2024-02-22,Ranchi,Referral,1-Year,Converted,05/04/2024,116042.0
L26512793,S6603103,13/12/2023,,Walk-in,2-Year,Converted,12-21-2023,159106.0
L82845663,,2024-06-12,Pune,Social Media,2-Year,Not Converted,,
L50369124,S9369451,2024-10-01,Faridabad,School Seminar,1 Yr,Converted,2024-10-09,118731.0
L15283490,,05-25-2025,Mumbai,Referral,1 Yr,Not Converted,,
L85399182,,01/02/2025,Nagpur,Walk-in,2-Year,Not Converted,,
L07361858,,2023-06-28,Bhopal,Walk-in,1 Yr,Not Converted,,
L32953116,,2023-07-01,Vadodara,Social Media,2 Yr,Not Converted,,
L68719682,,25/10/2024,Amritsar,Website,1 Yr,Not Converted,,
L99299841,S4374691,01-25-2023,Agra,Walk-in,1-Year,Converted,2023-03-04,160492.0
L90253969,S5516874,2023-06-29,Thane,Referral,1-Year,Converted,2023-09-14,157302.0
L04187892,S7089601,10/12/2024,Varanasi,Social Media,2year,Converted,02-22-2025,175361.0
L76318092,,15/05/2024,Gurugram,Website,2-Year,Not Converted,,
L81791467,S5412349,05-05-2025,Delhi,School Seminar,1-Year,Converted,25/05/2025,123458.0
L01316462,,06-10-2023,,Social Media,Two-Year,Not Converted,,
L17409932,S9092557,2023-06-26,Bengaluru,Social Media,One-Year,Converted,12/07/2023,115553.0
L93814586,S9949835,12/10/2023,Varanasi,School Seminar,2 Yr,Converted,03/12/2023,121451.0
L77219653,S7557865,2023-03-04,Jaipur,Walk-in,1 Yr,Converted,03-13-2023,164310.0
L86894682,,10-23-2024,Chennai,School Seminar,1 Yr,Not Converted,,
L72254890,,2024-10-27,Indore,Referral,1 Yr,Not Converted,,
L18245617,,2023-06-05,Ludhiana,Walk-in,2 Yr,Not Converted,,
L75835936,,2025-05-31,Kanpur,Referral,One-Year,Not Converted,,
L57951736,,2024-04-13,Mumbai,Social Media,1year,Not Converted,,
L94373785,,02-18-2023,Ghaziabad,Walk-in,1-Year,Not Converted,,
L59867605,,28/04/2025,Ranchi,Agent,2year,Not Converted,,
L09098782,,2023-03-25,Kanpur,Social Media,Two-Year,Not Converted,,
L83924049,,27/12/2023,Kolkata,Referral,1-Year,Not Converted,,
L27275343,,2024-11-19,Indore,Walk-in,One-Year,Not Converted,,
L88836782,,2023-05-28,Mumbai,Referral,2 Yr,Not Converted,,
L81763413,,21/09/2024,Varanasi,School Seminar,2 Yr,Not Converted,,
L27388793,,12-08-2023,Varanasi,School Seminar,1year,Not Converted,,
L15975753,S2760713,20/04/2024,Ghaziabad,Social Media,2year,Converted,04-27-2024,140351.0
L61058427,,03-04-2023,Surat,Agent,1 Yr,Not Converted,,
L53919882,S5064397,2024-12-01,Rajkot,School Seminar,2 Yr,Converted,15/02/2025,142005.0
L50940562,,26/12/2023,Vadodara,Website,1-Year,Not Converted,,
L48922620,,07-14-2024,Varanasi,Walk-in,2 Yr,Not Converted,,
L20684554,,11-23-2023,Ludhiana,Website,Two-Year,Not Converted,,
L85689779,S3837882,2025-02-07,Rajkot,Social Media,1 Yr,Converted,03-20-2025,162154.0
L82399339,S1742911,05/01/2025,Ghaziabad,Social Media,1-Year,Converted,02-26-2025,160324.0
L18925197,S3400137,2023-05-21,Nagpur,Website,2 Yr,Converted,2023-07-25,180669.0
L54386776,S7702937,2023-08-03,Gurugram,Social Media,Two-Year,Converted,10-09-2023,180161.0
L59450644,,2024-03-10,Patna,Social Media,1 Yr,Not Converted,,
L91550381,,06-09-2025,Ghaziabad,School Seminar,1-Year,Not Converted,,
L60759774,,23/12/2024,Kolkata,School Seminar,2year,Not Converted,,
L79924563,,14/11/2023,Ludhiana,Social Media,One-Year,Not Converted,,
L58915630,S4071941,01/02/2023,Vadodara,Website,2-Year,Converted,04-13-2023,144410.0
L67319657,S2409165,2024-10-31,Pune,Walk-in,2-Year,Converted,01-17-2025,176999.0
L72671164,S9013776,2023-10-12,Mumbai,Referral,1year,Converted,16/10/2023,161780.0
L10959346,,01/11/2023,Ghaziabad,School Seminar,2-Year,Not Converted,,
L13037841,,2024-03-04,Meerut,Referral,1-Year,Not Converted,,
L42963750,,21/04/2024,Patna,Social Media,2-Year,Not Converted,,
L69031950,S2662634,13/10/2023,Ahmedabad,Social Media,1 Yr,Converted,26/10/2023,158386.0
L30958916,S6772772,05-24-2023,Agra,Referral,1-Year,Converted,2023-07-28,181436.0
L12389558,,28/02/2024,Bengaluru,Referral,2year,Not Converted,,
L78118005,S7585273,2023-01-19,Indore,School Seminar,2-Year,Converted,2023-04-04,117939.0
L99832315,,01-18-2023,Pune,School Seminar,1year,Not Converted,,
L94699995,S7159284,07/02/2025,Pune,Walk-in,2-Year,Converted,04-19-2025,140725.0
L34153328,S1937208,12/08/2024,Kolkata,School Seminar,2-Year,Converted,09-05-2024,118138.0
L14399897,,2024-01-06,Kanpur,Social Media,2-Year,Not Converted,,
L80563555,S6764926,24/06/2023,Mumbai,Social Media,2-Year,Converted,08-11-2023,138162.0
L35234194,,13/07/2023,Nagpur,Website,1-Year,Not Converted,,
L40015639,,16/05/2024,Bhopal,Social Media,2-Year,Not Converted,,
L77650935,,23/04/2023,Thane,Social Media,2-Year,Not Converted,,
L95675031,,24/04/2023,Kanpur,Walk-in,2-Year,Not Converted,,
L90887513,,10/08/2023,Varanasi,Referral,2-Year,Not Converted,,
L69098702,S1609294,2024-11-08,Chennai,Website,One-Year,Converted,2025-01-12,135837.0
L26092690,,2025-04-10,Bhopal,Social Media,1 Yr,Not Converted,,
L28899838,,10-05-2024,Mumbai,Social Media,2-Year,Not Converted,,
L01268458,S1225863,2025-06-15,Bengaluru,Social Media,1-Year,Converted,08-13-2025,142845.0
L62872644,,21/09/2023,Vadodara,Walk-in,One-Year,Not Converted,,
L29846636,,02-24-2023,Vadodara,Referral,2 Yr,Not Converted,,
L46261941,,05-20-2025,Ranchi,Referral,2-Year,Not Converted,,
L39269352,,04/10/2024,Vadodara,Website,2-Year,Not Converted,,
L51188954,,03-10-2025,Gurugram,Website,2-Year,Not Converted,,
L19412817,,2025-02-16,Mumbai,Social Media,1-Year,Not Converted,,
L82641509,S3174610,02/04/2024,Hyderabad,Referral,Two-Year,Converted,05-18-2024,162688.0
L71235939,,27/05/2025,Mumbai,Referral,One-Year,Not Converted,,
L93263120,,2023-06-11,Pune,Website,1 Yr,Not Converted,,
L11648025,,15/01/2024,Patna,Agent,2-Year,Not Converted,,
L51906456,S4474789,03-28-2023,Ludhiana,Social Media,1 Yr,Converted,2023-06-23,141140.0
L19311235,,02-24-2023,Mumbai,Walk-in,1-Year,Not Converted,,
L87126506,,2024-04-20,Gurugram,Referral,1-Year,Not Converted,,
L99626476,,2025-03-10,Srinagar,Social Media,1-Year,Not Converted,,
L63949153,,06-27-2023,Lucknow,Social Media,2-Year,Not Converted,,
L16199830,,01-26-2024,Bengaluru,Referral,1 Yr,Not Converted,,
L81475248,S7745063,12-15-2023,Pune,Referral,2-Year,Converted,02-05-2024,158349.0
L39447433,S4957820,01-08-2023,Hyderabad,Social Media,1 Yr,Converted,03-22-2023,160191.0
L33722118,,12/04/2025,Hyderabad,Walk-in,1 Yr,Not Converted,,
L66957462,,2023-11-09,Patna,Social Media,1-Year,Not Converted,,
L11638760,,01-28-2025,Ahmedabad,Walk-in,1 Yr,Not Converted,,
L25135146,,2025-04-14,Kanpur,Social Media,2-Year,Not Converted,,
L36275147,,2024-03-18,,Social Media,1-Year,Not Converted,,
L14481939,S6261230,2025-02-05,Nashik,Referral,1 Yr,Converted,2025-04-14,116261.0
L67867008,S2254135,24/11/2023,Gurugram,Social Media,1 Yr,Converted,2024-02-14,120532.0
L08392128,S7154325,02-23-2023,Chennai,Referral,1-Year,Converted,17/05/2023,137884.0
L39584721,,01-30-2025,Kanpur,Social Media,2-Year,Not Converted,,
L59145615,S4991485,27/08/2023,Vadodara,Referral,1-Year,Converted,2023-10-24,160623.0
L49699614,,17/08/2023,Bengaluru,Social Media,1-Year,Not Converted,,
L71331068,S4136301,08-01-2024,Delhi,Walk-in,2-Year,Converted,09/10/2024,157119.0
L95189958,,02-20-2023,Agra,School Seminar,1-Year,Not Converted,,
L98013319,S7857377,2024-08-31,Ludhiana,Social Media,2 Yr,Converted,10-07-2024,158045.0
L76937906,,26/08/2024,Nagpur,Referral,1-Year,Not Converted,,
L70841812,,21/09/2023,Bhopal,Social Media,1-Year,Not Converted,,
L59490234,S5894895,22/02/2024,Nagpur,Walk-in,2-Year,Converted,2024-03-30,144369.0
L40774051,,2025-03-13,Delhi,Social Media,1-Year,Not Converted,,
L96703930,S9683038,04-06-2023,Surat,Referral,1year,Converted,05-18-2023,184109.0
L66388743,,03-29-2023,Pune,Referral,2 Yr,Not Converted,,
L97542990,,2023-03-19,Hyderabad,Website,1year,Not Converted,,
L63518810,,10-15-2023,Gurugram,Referral,1-Year,Not Converted,,
L31878008,,30/04/2023,Ghaziabad,Walk-in,2-Year,Not Converted,,
L86168487,S0542742,2025-03-24,Faridabad,Referral,1 Yr,Converted,04-16-2025,161594.0
L11717009,,05-05-2024,Lucknow,Website,1-Year,Not Converted,,
L07200354,,06-30-2025,Nagpur,School Seminar,2-Year,Not Converted,,
L19612680,S9398637,03-27-2024,Ahmedabad,Social Media,2-Year,Converted,30/03/2024,181166.0
L10111596,,2024-05-14,Bengaluru,School Seminar,1 Yr,Not Converted,,
L70139165,S4964116,06-14-2023,Pune,Referral,1-Year,Converted,25/06/2023,139915.0
L65248756,,2023-07-01,Rajkot,School Seminar,1 Yr,Not Converted,,
L92700376,,13/04/2024,Agra,School Seminar,2year,Not Converted,,
L80770705,S8367329,28/06/2025,Patna,Social Media,2-Year,Converted,17/08/2025,118198.0
L93660284,S1043088,04/01/2025,Thane,Walk-in,1 Yr,Converted,2025-02-19,120805.0
L74473915,,04-02-2025,Amritsar,Social Media,2-Year,Not Converted,,
