Student_ID,City,Course_Type,Total_Fees,Amount_Paid,Payment_Mode,Payment_Date,Outstanding_Amount
S8343263,Srinagar,2-Year,120000,33987,Online,30-06-2024,86013
S8343263,Srinagar,2-Year,120000,39941,Card,10-02-2024,46072
S8343263,Srinagar,2-Year,120000,44178,Card,22-04-2024,1894
S6493040,Delhi,1-Year,160000,43777,Cash,17-01-2024,116223
S6493040,Delhi,1-Year,160000,60289,Cheque,02-15-2024,55934
S6493040,Delhi,1-Year,160000,49580,Cash,30-06-2024,6354
S9970212,,1 Yr,120000,119624,Online,21-09-2023,376
S5098031,Ahmedabad,1-Year,160000,157954,UPI,12-04-2025,2046
S0121103,Patna,2-Year,180000,65675,Cash,01-11-2025,114325
S0121103,Patna,2-Year,180000,63923,Online,16-03-2025,50402
S0121103,Patna,2-Year,180000,61716,Cash,30-01-2025,-11314
S9629919,,Two-Year,180000,54967,Online,18-09-2025,125033
S9629919,,Two-Year,180000,60462,Cash,,64571
S9629919,,Two-Year,180000,63634,Card,29-08-2025,937
S0949692,Srinagar,1-Year,140000,49414,UPI,01-07-2025,90586
S0949692,Srinagar,1-Year,140000,49854,Cash,01-23-2025,40732
S0949692,Srinagar,1-Year,140000,50726,Card,02-15-2025,-9994
S4676463,Hyderabad,2year,180000,92258,Card,17-02-2025,87742
S4676463,Hyderabad,2year,180000,92710,Cheque,18-10-2024,-4968
S8154180,Surat,1 Yr,180000,88934,Card,08-07-2025,91066
S8154180,Surat,1 Yr,180000,90753,Cash,06-08-2025,313
S2165879,Ahmedabad,1-Year,180000,178099,Online,09-15-2025,1901
S8064815,Delhi,2 Yr,140000,70714,Cheque,,69286
S8064815,Delhi,2 Yr,140000,72493,Card,31-08-2024,-3207
S2668334,Ahmedabad,1-Year,140000,67316,Cheque,18-09-2023,72684
S2668334,Ahmedabad,1-Year,140000,73761,Cheque,11-04-2024,-1077
S9977553,Bengaluru,2-Year,120000,57034,UPI,,62966
S9977553,Bengaluru,2-Year,120000,54642,Cash,09-12-2023,8324
S1048894,Vadodara,2-Year,160000,78311,Cheque,10-26-2024,81689
S1048894,Vadodara,2-Year,160000,82315,UPI,06-08-2024,-626
S7077530,Lucknow,1-Year,140000,137073,UPI,05-19-2024,2927
S6617945,Ranchi,1-Year,160000,80387,Card,25-02-2025,79613
S6617945,Ranchi,1-Year,160000,83407,UPI,06-27-2025,-3794
S5705188,Hyderabad,1-Year,160000,54078,Card,09-25-2025,105922
S5705188,Hyderabad,1-Year,160000,59304,Online,28-02-2025,46618
S5705188,Hyderabad,1-Year,160000,47209,Cash,06-08-2025,-591
S2748770,Lucknow,2-Year,140000,45752,Card,05-05-2023,94248
S2748770,Lucknow,2-Year,140000,41025,Cheque,05-06-2023,53223
S2748770,Lucknow,2-Year,140000,41387,Cheque,04-10-2023,11836
S0408125,Rajkot,2 Yr,140000,50831,Online,,89169
S0408125,Rajkot,2 Yr,140000,49301,Card,24-01-2025,39868
S0408125,Rajkot,2 Yr,140000,50229,Cash,10-12-2024,-10361
S6878616,Ludhiana,2-Year,120000,61431,Online,18-12-2024,58569
S6878616,Ludhiana,2-Year,120000,61637,Online,17-10-2024,-3068
S4102352,Bengaluru,2-Year,140000,67434,Cash,05-14-2025,72566
S4102352,Bengaluru,2-Year,140000,69442,Cash,07-11-2025,3124
S5606969,Varanasi,1 Yr,120000,58812,Card,09-21-2023,61188
S5606969,Varanasi,1 Yr,120000,62866,Online,02-10-2024,-1678
S4792841,Gurugram,2-Year,120000,51228,Card,07-08-2023,68772
S4792841,Gurugram,2-Year,120000,60325,Card,06-29-2023,8447
S9345136,Pune,2 Yr,160000,74195,Online,16-12-2023,85805
S9345136,Pune,2 Yr,160000,79142,Card,07-03-2024,6663
S2178783,Bhopal,2 Yr,120000,38135,Cheque,14-02-2024,81865
S2178783,Bhopal,2 Yr,120000,42978,Online,01-04-2024,38887
S2178783,Bhopal,2 Yr,120000,38377,Cash,02-04-2024,510
S2253204,Amritsar,1-Year,160000,77301,Cheque,03-23-2026,82699
S2253204,Amritsar,1-Year,160000,76898,Online,05-10-2025,5801
S3069525,Ranchi,1 Yr,160000,79998,Cash,07-12-2023,80002
S3069525,Ranchi,1 Yr,160000,78832,UPI,11-12-2023,1170
S1540850,Jaipur,1 Yr,140000,137836,Cash,02-23-2025,2164
S7526598,Nashik,1-Year,180000,59704,Cheque,11-04-2024,120296
S7526598,Nashik,1-Year,180000,54324,Cheque,15-03-2024,65972
S7526598,Nashik,1-Year,180000,59475,Cheque,01-08-2024,6497
S7197652,Pune,2-Year,160000,81033,Cash,01-10-2023,78967
S7197652,Pune,2-Year,160000,78910,Online,07-28-2023,57
S0304953,Faridabad,1-Year,120000,43022,Cash,08-12-2024,76978
S0304953,Faridabad,1-Year,120000,44216,Cheque,17-12-2024,32762
S0304953,Faridabad,1-Year,120000,30141,Online,09-07-2024,2621
S2810815,Patna,2-Year,120000,119761,Cash,03-06-2024,239
S9159671,Bengaluru,1-Year,120000,60683,Cheque,17-12-2023,59317
S9159671,Bengaluru,1-Year,120000,63968,Cheque,25-05-2023,-4651
S0326418,Nagpur,2-Year,180000,61156,Card,09-08-2024,118844
S0326418,Nagpur,2-Year,180000,66266,Cash,13-06-2024,52578
S0326418,Nagpur,2-Year,180000,63064,Online,26-07-2024,-10486
S7791862,Mumbai,2 Yr,160000,162710,Card,16-03-2024,-2710
S5109372,Nagpur,2-Year,140000,137646,Card,07-19-2025,2354
S2414761,Gurugram,Two-Year,160000,83265,UPI,10-08-2025,76735
S2414761,Gurugram,Two-Year,160000,78738,UPI,03-10-2025,-2003
S1972382,Chennai,2year,120000,43792,Cash,04-11-2025,76208
S1972382,Chennai,2year,120000,37372,UPI,07-12-2024,38836
S1972382,Chennai,2year,120000,46551,Card,23-11-2024,-7715
S5912774,Meerut,1-Year,160000,86114,Cash,07-03-2024,73886
S5912774,Meerut,1-Year,160000,70894,Online,,2992
S2481909,Hyderabad,1-Year,140000,65415,UPI,02-07-2023,74585
S2481909,Hyderabad,1-Year,140000,67630,Cash,08-07-2023,6955
S8869588,,2-Year,140000,69319,Card,,70681
S8869588,,2-Year,140000,63692,Card,04-19-2024,6989
S6855980,Kanpur,2-Year,180000,57040,Online,19-05-2024,122960
S6855980,Kanpur,2-Year,180000,56637,Card,18-04-2024,66323
S6855980,Kanpur,2-Year,180000,67965,Card,21-11-2023,-1642
S3173865,Meerut,2-Year,160000,57025,UPI,09-04-2024,102975
S3173865,Meerut,2-Year,160000,57081,Card,25-02-2024,45894
S3173865,Meerut,2-Year,160000,54617,Cash,07-01-2024,-8723
S5507958,Ludhiana,1-Year,140000,69409,UPI,12-02-2023,70591
S5507958,Ludhiana,1-Year,140000,69670,UPI,02-08-2023,921
S2483831,Chennai,1-Year,160000,58409,Cash,15-04-2024,101591
S2483831,Chennai,1-Year,160000,50202,Online,03-09-2024,51389
S2483831,Chennai,1-Year,160000,49726,UPI,02-28-2024,1663
S3548524,Bengaluru,1 Yr,140000,61923,UPI,11-03-2025,78077
S3548524,Bengaluru,1 Yr,140000,69948,UPI,13-04-2025,8129
S7958192,Kanpur,2-Year,180000,55590,Online,15-07-2023,124410
S7958192,Kanpur,2-Year,180000,66624,Cash,10-14-2023,57786
S7958192,Kanpur,2-Year,180000,57462,Cheque,13-10-2023,324
S6409087,Chennai,1-Year,120000,55436,Online,25-03-2025,64564
S6409087,Chennai,1-Year,120000,57549,Cash,23-04-2025,7015
S4995159,Kolkata,1-Year,140000,135962,Card,03-31-2025,4038
S1025380,Lucknow,2-Year,140000,45910,Card,12-02-2025,94090
S1025380,Lucknow,2-Year,140000,48373,Card,02-23-2025,45717
S1025380,Lucknow,2-Year,140000,50363,Cash,01-03-2025,-4646
S3222346,Ludhiana,1-Year,160000,75832,Card,27-08-2025,84168
S3222346,Ludhiana,1-Year,160000,83177,Card,06-07-2025,991
S1343977,Ghaziabad,1 Yr,180000,64552,Cash,01-07-2024,115448
S1343977,Ghaziabad,1 Yr,180000,58944,UPI,12-06-2024,56504
S1343977,Ghaziabad,1 Yr,180000,58081,Online,08-26-2024,-1577
S5476230,Nashik,2-Year,120000,118009,Cash,21-08-2024,1991
S6006243,Varanasi,1 Yr,160000,159111,Online,12-09-2025,889
S0071647,Pune,1-Year,140000,70672,Cash,05-01-2025,69328
S0071647,Pune,1-Year,140000,61604,UPI,04-06-2025,7724
S3661605,Lucknow,2-Year,120000,115590,UPI,21-09-2025,4410
S1358013,Mumbai,1-Year,160000,53983,UPI,07-15-2025,106017
S1358013,Mumbai,1-Year,160000,55330,Cheque,06-04-2025,50687
S1358013,Mumbai,1-Year,160000,55875,Card,05-25-2025,-5188
S6228031,Ahmedabad,2-Year,180000,90296,Card,08-28-2024,89704
S6228031,Ahmedabad,2-Year,180000,86552,Card,26-02-2025,3152
S4402586,Kanpur,1 Yr,120000,60459,Cash,21-06-2024,59541
S4402586,Kanpur,1 Yr,120000,67249,Cash,31-05-2024,-7708
S1754995,Chennai,1-Year,120000,119438,Online,23-03-2025,562
S9478060,Amritsar,1-Year,180000,90225,Cash,06-02-2025,89775
S9478060,Amritsar,1-Year,180000,104071,UPI,17-05-2025,-14296
S6395381,Delhi,1 Yr,120000,123674,Online,14-03-2025,-3674
S5352397,Thane,2 Yr,120000,59587,Cash,25-12-2023,60413
S5352397,Thane,2 Yr,120000,59881,Cash,28-06-2023,532
S0847960,Hyderabad,1 Yr,180000,61779,Cash,30-07-2024,118221
S0847960,Hyderabad,1 Yr,180000,58376,Cheque,05-30-2024,59845
S0847960,Hyderabad,1 Yr,180000,64085,Online,03-09-2024,-4240
S8393926,Lucknow,2 Yr,140000,67458,UPI,17-02-2024,72542
S8393926,Lucknow,2 Yr,140000,69776,Online,24-02-2024,2766
S3404710,Amritsar,2-Year,180000,184072,Cash,10-14-2025,-4072
S1905666,Gurugram,1-Year,180000,94222,UPI,31-08-2024,85778
S1905666,Gurugram,1-Year,180000,87696,UPI,06-02-2025,-1918
S1346888,Vadodara,1-Year,160000,80389,Online,20-07-2025,79611
S1346888,Vadodara,1-Year,160000,82758,Online,28-06-2025,-3147
S3814007,Kolkata,1-Year,180000,63341,Online,07-06-2024,116659
S3814007,Kolkata,1-Year,180000,61894,Card,06-28-2024,54765
S3814007,Kolkata,1-Year,180000,64233,Cash,25-01-2024,-9468
S1866658,Pune,1-Year,160000,74287,Cheque,19-09-2023,85713
S1866658,Pune,1-Year,160000,78797,Cash,09-09-2023,6916
S0476597,Surat,2-Year,180000,95423,Cash,06-04-2024,84577
S0476597,Surat,2-Year,180000,96451,Cash,31-03-2024,-11874
S2916643,Kanpur,Two-Year,120000,43414,Card,10-19-2025,76586
S2916643,Kanpur,Two-Year,120000,42929,Card,06-06-2025,33657
S2916643,Kanpur,Two-Year,120000,40179,UPI,10-31-2025,-6522
S8160295,Gurugram,2-Year,180000,185256,Online,19-09-2025,-5256
S0002983,Faridabad,2-Year,180000,61355,Online,26-01-2024,118645
S0002983,Faridabad,2-Year,180000,64973,Online,17-05-2024,53672
S0002983,Faridabad,2-Year,180000,65565,Online,19-03-2024,-11893
S8966080,Mumbai,1-Year,180000,183278,Card,19-11-2024,-3278
S4713507,Ahmedabad,1-Year,140000,75235,Online,03-18-2025,64765
S4713507,Ahmedabad,1-Year,140000,74807,Online,02-17-2025,-10042
S0306460,Indore,1 Yr,160000,81640,UPI,07-15-2025,78360
S0306460,Indore,1 Yr,160000,78559,UPI,09-22-2025,-199
S1605517,Gurugram,1-Year,160000,77197,Online,07-03-2025,82803
S1605517,Gurugram,1-Year,160000,80668,Cheque,01-19-2025,2135
S4271159,Surat,1year,180000,85231,UPI,07-10-2023,94769
S4271159,Surat,1year,180000,85264,Online,07-04-2023,9505
S4196409,Meerut,Two-Year,120000,52842,Cheque,09-03-2026,67158
S4196409,Meerut,Two-Year,120000,58771,Online,08-11-2025,8387
S3576797,Varanasi,2-Year,180000,87113,UPI,17-11-2024,92887
S3576797,Varanasi,2-Year,180000,87059,UPI,18-07-2024,5828
S3087645,Surat,1-Year,120000,67820,Cash,11-06-2024,52180
S3087645,Surat,1-Year,120000,64388,Cheque,04-28-2024,-12208
S0601314,Ludhiana,1 Yr,180000,60192,Cheque,08-12-2024,119808
S0601314,Ludhiana,1 Yr,180000,56227,UPI,13-07-2024,63581
S0601314,Ludhiana,1 Yr,180000,62666,Online,22-07-2024,915
S0059333,Faridabad,1-Year,140000,137853,Cash,12-13-2025,2147
S2855988,Indore,1-Year,120000,117663,Online,15-01-2024,2337
S5835530,Pune,1-Year,120000,58141,Cheque,07-25-2024,61859
S5835530,Pune,1-Year,120000,56533,Online,20-08-2024,5326
S8155098,Kolkata,2-Year,180000,61243,Cash,21-08-2025,118757
S8155098,Kolkata,2-Year,180000,64390,Card,17-09-2025,54367
S8155098,Kolkata,2-Year,180000,59652,UPI,06-29-2025,-5285
S2112665,Thane,1-Year,120000,58775,Cheque,20-08-2024,61225
S2112665,Thane,1-Year,120000,62699,Online,04-09-2024,-1474
S2975708,Kolkata,2-Year,180000,88443,Card,08-05-2023,91557
S2975708,Kolkata,2-Year,180000,96772,Cash,11-27-2023,-5215
S2144778,Faridabad,Two-Year,140000,52327,Card,03-30-2026,87673
S2144778,Faridabad,Two-Year,140000,38109,Online,07-09-2025,49564
S2144778,Faridabad,Two-Year,140000,43229,Online,03-02-2026,6335
S2642060,Thane,2year,180000,95885,Cheque,25-12-2025,84115
S2642060,Thane,2year,180000,81971,UPI,19-01-2026,2144
S3235827,Hyderabad,1-Year,140000,68285,Cash,11-06-2024,71715
S3235827,Hyderabad,1-Year,140000,65468,Card,16-10-2024,6247
S9909393,Kolkata,2 Yr,160000,48504,Online,27-10-2025,111496
S9909393,Kolkata,2 Yr,160000,49964,Cash,19-05-2025,61532
S9909393,Kolkata,2 Yr,160000,52545,Online,06-10-2025,8987
S1471749,Delhi,2-Year,140000,48438,Online,29-11-2023,91562
S1471749,Delhi,2-Year,140000,52557,UPI,15-10-2023,39005
S1471749,Delhi,2-Year,140000,47238,UPI,18-10-2023,-8233
S6676967,Varanasi,Two-Year,180000,179233,Cheque,12-20-2023,767
S8883445,Vadodara,2-Year,160000,55527,UPI,04-29-2024,104473
S8883445,Vadodara,2-Year,160000,51875,Cheque,28-02-2024,52598
S8883445,Vadodara,2-Year,160000,56241,Online,,-3643
S1728493,Faridabad,2-Year,160000,78687,Cheque,20-10-2023,81313
S1728493,Faridabad,2-Year,160000,90533,Cash,09-23-2023,-9220
S3097510,Surat,2 Yr,160000,82538,Online,24-03-2025,77462
S3097510,Surat,2 Yr,160000,89270,Cash,07-30-2025,-11808
S7893087,Hyderabad,2 Yr,180000,89393,Online,03-09-2025,90607
S7893087,Hyderabad,2 Yr,180000,95261,Cash,04-14-2025,-4654
S2388329,Surat,1 Yr,140000,77532,Online,18-08-2025,62468
S2388329,Surat,1 Yr,140000,67265,Online,31-05-2025,-4797
S7844891,Ghaziabad,2 Yr,120000,120579,Card,21-08-2024,-579
S1358550,Thane,2-Year,120000,56751,Cheque,09-01-2025,63249
S1358550,Thane,2-Year,120000,67249,Online,09-17-2024,-4000
S4124379,Srinagar,1-Year,120000,41512,UPI,02-11-2024,78488
S4124379,Srinagar,1-Year,120000,36026,UPI,,42462
S4124379,Srinagar,1-Year,120000,36042,UPI,21-03-2025,6420
S4081756,Srinagar,1-Year,120000,121775,Cash,06-03-2025,-1775
S2499449,Indore,2 Yr,140000,45893,Cheque,18-06-2024,94107
S2499449,Indore,2 Yr,140000,45128,Cheque,08-21-2024,48979
S2499449,Indore,2 Yr,140000,50644,Card,05-09-2024,-1665
S3521175,Pune,1 Yr,160000,74553,Cash,23-06-2024,85447
S3521175,Pune,1 Yr,160000,75830,UPI,02-12-2024,9617
S4969784,Nashik,2 Yr,140000,45877,Card,07-12-2024,94123
S4969784,Nashik,2 Yr,140000,48423,Cheque,19-01-2025,45700
S4969784,Nashik,2 Yr,140000,47375,UPI,04-02-2025,-1675
S8943375,Patna,2year,140000,71146,Online,03-04-2024,68854
S8943375,Patna,2year,140000,76325,Online,06-24-2024,-7471
S8375242,Ludhiana,1-Year,140000,132069,Card,04-20-2025,7931
S5166903,Kolkata,2-Year,120000,57616,Cheque,20-12-2025,62384
S5166903,Kolkata,2-Year,120000,58793,Online,20-12-2025,3591
S6483045,Srinagar,2-Year,120000,58613,UPI,30-04-2025,61387
S6483045,Srinagar,2-Year,120000,57990,Card,09-08-2025,3397
S2625443,Agra,2 Yr,180000,81892,Cash,11-10-2025,98108
S2625443,Agra,2 Yr,180000,89273,Cheque,11-09-2025,8835
S7560900,Indore,2-Year,160000,46114,Online,07-06-2024,113886
S7560900,Indore,2-Year,160000,55113,Cheque,19-10-2024,58773
S7560900,Indore,2-Year,160000,52907,UPI,25-01-2025,5866
S4798489,Gurugram,1 Yr,120000,63390,Card,,56610
S4798489,Gurugram,1 Yr,120000,55804,Cheque,13-08-2025,806
S8655367,Patna,2-Year,140000,142601,Cash,12-01-2023,-2601
S9937684,Jaipur,One-Year,180000,91938,UPI,10-27-2024,88062
S9937684,Jaipur,One-Year,180000,86246,Cheque,03-12-2024,1816
S4102735,Mumbai,1-Year,120000,121461,Online,14-12-2024,-1461
S8730086,Faridabad,1-Year,140000,65170,Card,10-02-2023,74830
S8730086,Faridabad,1-Year,140000,67326,UPI,25-04-2023,7504
S7166407,Hyderabad,Two-Year,120000,38081,Cheque,06-19-2024,81919
S7166407,Hyderabad,Two-Year,120000,31812,Online,08-07-2024,50107
S7166407,Hyderabad,Two-Year,120000,37367,Cheque,07-31-2024,12740
S4531644,Patna,1year,180000,91427,Online,11-12-2024,88573
S4531644,Patna,1year,180000,90809,Cash,04-16-2025,-2236
S7107324,Ghaziabad,2-Year,120000,60879,Online,27-11-2024,59121
S7107324,Ghaziabad,2-Year,120000,62358,Online,05-09-2024,-3237
S1863813,Pune,1-Year,160000,162461,Online,22-03-2025,-2461
S1993167,Gurugram,1-Year,140000,137397,Cash,08-11-2024,2603
S7599133,Amritsar,1-Year,160000,152548,Cheque,03-02-2024,7452
S1917412,Meerut,1-Year,160000,75530,Cheque,08-09-2024,84470
S1917412,Meerut,1-Year,160000,79215,Card,05-21-2024,5255
S5002507,Agra,1-Year,160000,81817,UPI,07-27-2025,78183
S5002507,Agra,1-Year,160000,80197,UPI,23-09-2025,-2014
S2938362,Ludhiana,2-Year,140000,138357,Online,05-02-2024,1643
S6118016,Bhopal,2 Yr,180000,181753,Cash,08-27-2024,-1753
S5823896,Patna,1-Year,140000,69987,Online,08-31-2024,70013
S5823896,Patna,1-Year,140000,63793,Cheque,07-24-2024,6220
S3502684,Kolkata,2-Year,180000,93188,Card,12-05-2024,86812
S3502684,Kolkata,2-Year,180000,91340,Online,01-05-2024,-4528
S5785744,Indore,2 Yr,120000,64543,UPI,25-02-2025,55457
S5785744,Indore,2 Yr,120000,64381,Card,05-06-2025,-8924
S1019362,Jaipur,2-Year,160000,73909,Card,29-11-2024,86091
S1019362,Jaipur,2-Year,160000,73633,Cheque,09-01-2025,12458
S5600385,Thane,1 Yr,180000,89599,Cheque,05-07-2024,90401
S5600385,Thane,1 Yr,180000,92468,Cash,21-07-2024,-2067
S5981827,Amritsar,2 Yr,120000,126582,UPI,17-06-2025,-6582
S5555127,Vadodara,2-Year,140000,50202,Cash,09-22-2023,89798
S5555127,Vadodara,2-Year,140000,52221,Cash,05-09-2023,37577
S5555127,Vadodara,2-Year,140000,54275,Card,16-10-2023,-16698
S9907676,Faridabad,2 Yr,180000,57770,Card,04-27-2025,122230
S9907676,Faridabad,2 Yr,180000,60936,UPI,02-06-2025,61294
S9907676,Faridabad,2 Yr,180000,60076,Online,26-08-2025,1218
S5132505,Ghaziabad,1 Yr,160000,88039,Cash,08-01-2025,71961
S5132505,Ghaziabad,1 Yr,160000,75469,UPI,10-01-2025,-3508
S0117301,Ahmedabad,Two-Year,120000,37943,Card,03-05-2025,82057
S0117301,Ahmedabad,Two-Year,120000,39830,Card,03-27-2025,42227
S0117301,Ahmedabad,Two-Year,120000,40681,Cheque,23-04-2025,1546
S5032387,Indore,1-Year,140000,70771,Cash,10-31-2024,69229
S5032387,Indore,1-Year,140000,69451,Cash,06-10-2024,-222
S3940594,Varanasi,1-Year,120000,60375,Cheque,15-04-2025,59625
S3940594,Varanasi,1-Year,120000,62225,Cash,26-02-2025,-2600
S0001944,Kolkata,2 Yr,180000,91223,UPI,08-10-2023,88777
S0001944,Kolkata,2 Yr,180000,92330,UPI,,-3553
S7472498,Meerut,2-Year,180000,184590,Card,02-18-2024,-4590
S4927891,Mumbai,1 Yr,120000,57535,Cheque,19-06-2025,62465
S4927891,Mumbai,1 Yr,120000,57294,Online,05-07-2025,5171
S5632448,Hyderabad,1-Year,160000,77869,UPI,01-16-2025,82131
S5632448,Hyderabad,1-Year,160000,78168,Cheque,09-17-2024,3963
S0331682,Mumbai,1 Yr,160000,78885,Card,09-11-2024,81115
S0331682,Mumbai,1 Yr,160000,80381,Online,29-02-2024,734
S6651296,Vadodara,1 Yr,160000,84131,Cash,,75869
S6651296,Vadodara,1 Yr,160000,81567,Online,04-24-2023,-5698
S1935616,Vadodara,2 Yr,160000,88302,Online,01-01-2025,71698
S1935616,Vadodara,2 Yr,160000,82310,Cheque,13-04-2025,-10612
S2411974,Surat,1-Year,120000,37122,Cheque,09-01-2025,82878
S2411974,Surat,1-Year,120000,44641,UPI,,38237
S2411974,Surat,1-Year,120000,43529,Cheque,30-05-2025,-5292
S4948777,Hyderabad,2-Year,160000,82307,UPI,11-02-2024,77693
S4948777,Hyderabad,2-Year,160000,72938,Online,02-18-2024,4755
S1827379,Thane,2-Year,120000,38875,Online,23-10-2023,81125
S1827379,Thane,2-Year,120000,44362,UPI,08-25-2023,36763
S1827379,Thane,2-Year,120000,32980,Cash,07-01-2024,3783
S6902186,Meerut,1 Yr,160000,71070,Cash,23-01-2024,88930
S6902186,Meerut,1 Yr,160000,76761,Cheque,29-11-2023,12169
S8826118,Jaipur,1-Year,160000,84516,Online,01-28-2025,75484
S8826118,Jaipur,1-Year,160000,77815,Online,28-08-2025,-2331
S6885242,Ghaziabad,2 Yr,120000,58897,Card,02-19-2024,61103
S6885242,Ghaziabad,2 Yr,120000,66973,Online,06-12-2023,-5870
S2005136,Ahmedabad,1-Year,180000,93953,UPI,10-05-2024,86047
S2005136,Ahmedabad,1-Year,180000,94123,Card,03-27-2024,-8076
S7111838,Surat,2-Year,160000,83614,Card,13-01-2025,76386
S7111838,Surat,2-Year,160000,80658,Cheque,19-04-2025,-4272
S6631715,Vadodara,2 Yr,160000,78660,Cash,06-01-2023,81340
S6631715,Vadodara,2 Yr,160000,75847,Cash,,5493
S8958029,Bhopal,2year,140000,138275,Cheque,05-05-2025,1725
S8739068,Delhi,1 Yr,180000,62742,Online,03-11-2024,117258
S8739068,Delhi,1 Yr,180000,59156,Online,15-06-2024,58102
S8739068,Delhi,1 Yr,180000,60151,Card,06-29-2024,-2049
S7076546,Gurugram,2-Year,160000,53828,Card,26-10-2023,106172
S7076546,Gurugram,2-Year,160000,52489,UPI,,53683
S7076546,Gurugram,2-Year,160000,49294,UPI,16-04-2024,4389
S2673157,Kanpur,1 Yr,160000,54071,Cheque,,105929
S2673157,Kanpur,1 Yr,160000,51085,Cheque,19-08-2024,54844
S2673157,Kanpur,1 Yr,160000,50263,Cheque,28-11-2024,4581
S0019500,Ghaziabad,1 Yr,120000,116351,Card,08-23-2024,3649
S0819311,Bengaluru,2 Yr,160000,84106,Card,,75894
S0819311,Bengaluru,2 Yr,160000,81459,Cheque,05-16-2024,-5565
S5539050,Amritsar,2-Year,140000,64804,Card,06-12-2023,75196
S5539050,Amritsar,2-Year,140000,62862,Card,02-03-2024,12334
S3818828,Hyderabad,2year,160000,157296,Card,06-25-2025,2704
S2435779,Ranchi,2-Year,140000,48913,Online,05-04-2024,91087
S2435779,Ranchi,2-Year,140000,47195,Card,02-12-2023,43892
S2435779,Ranchi,2-Year,140000,49341,Cash,10-29-2023,-5449
S5740457,Lucknow,2-Year,180000,86921,Cheque,04-07-2024,93079
S5740457,Lucknow,2-Year,180000,94700,UPI,12-31-2024,-1621
S4404910,Kolkata,2-Year,160000,79657,Cash,,80343
S4404910,Kolkata,2-Year,160000,80652,Cheque,08-28-2023,-309
S0683391,Amritsar,1year,160000,56433,Cash,13-11-2023,103567
S0683391,Amritsar,1year,160000,54011,Cheque,,49556
S0683391,Amritsar,1year,160000,51128,Cash,08-11-2023,-1572
S4806619,Agra,1-Year,140000,69863,Cheque,22-05-2024,70137
S4806619,Agra,1-Year,140000,74069,UPI,22-03-2024,-3932
S6962774,Lucknow,2-Year,120000,118371,UPI,24-05-2024,1629
S3447972,Thane,2 Yr,180000,93179,Cash,01-10-2025,86821
S3447972,Thane,2 Yr,180000,82462,UPI,09-22-2025,4359
S8115009,Kolkata,Two-Year,140000,77210,Cash,09-27-2024,62790
S8115009,Kolkata,Two-Year,140000,65723,Cheque,12-19-2024,-2933
S8179242,Chennai,One-Year,160000,162987,Cheque,20-08-2023,-2987
S0728113,,2 Yr,180000,62515,Card,03-10-2023,117485
S0728113,,2 Yr,180000,56898,Card,22-07-2023,60587
S0728113,,2 Yr,180000,59809,Online,06-07-2023,778
S9662471,Vadodara,1 Yr,140000,62035,Cheque,14-04-2024,77965
S9662471,Vadodara,1 Yr,140000,68427,Online,11-05-2024,9538
S1972031,Delhi,2-Year,140000,43382,UPI,,96618
S1972031,Delhi,2-Year,140000,45731,Card,17-12-2023,50887
S1972031,Delhi,2-Year,140000,40461,Card,04-09-2023,10426
S4499406,Mumbai,One-Year,180000,56186,Card,01-08-2023,123814
S4499406,Mumbai,One-Year,180000,63930,Online,26-08-2023,59884
S4499406,Mumbai,One-Year,180000,55192,Cheque,02-08-2023,4692
S0309536,Indore,1year,140000,45244,Card,08-10-2024,94756
S0309536,Indore,1year,140000,48199,Cash,09-22-2024,46557
S0309536,Indore,1year,140000,51155,Cash,24-11-2024,-4598
S4766236,Varanasi,2-Year,120000,62867,UPI,25-11-2025,57133
S4766236,Varanasi,2-Year,120000,64630,Cash,11-07-2025,-7497
S2196392,Bengaluru,One-Year,120000,65444,Cash,12-03-2025,54556
S2196392,Bengaluru,One-Year,120000,56872,Cheque,09-05-2025,-2316
S9335653,Patna,1-Year,140000,49381,UPI,03-12-2025,90619
S9335653,Patna,1-Year,140000,54729,Card,11-02-2025,35890
S9335653,Patna,1-Year,140000,44921,Cheque,19-03-2026,-9031
S4061927,Amritsar,1 Yr,140000,140806,UPI,21-04-2025,-806
S9465239,Gurugram,2-Year,120000,59837,UPI,14-06-2025,60163
S9465239,Gurugram,2-Year,120000,60908,Cheque,07-05-2025,-745
S0660579,Agra,1-Year,140000,48457,Cash,14-09-2024,91543
S0660579,Agra,1-Year,140000,44979,Cheque,05-01-2025,46564
S0660579,Agra,1-Year,140000,43447,Card,17-11-2024,3117
